Run   obj.function   %D_FF%        %D_AT%        %MLT_F_Add%   %MIN_MLT_F%   %Rfrez_F%     %WFPS%        %HydCond_FF%  %FC_FF%       %FC_AT%       %FC_BT%       %MAX_BASEFLOW_RATE_FF%  %MAX_BASEFLOW_RATE_AT%  %MAX_BASEFLOW_RATE_BT%  %BASEFLOW_N_FF%  %BASEFLOW_N_AT%  %BASEFLOW_N_BT%  %Rain_Snow_T%  %Rain_Snow_Delta%  %MAX_PERC_RATE_FF%  %MAX_PERC_RATE_AT%  %MAX_CAP_RISE_RATE%  %MAX_CAPACITY%  %MAX_SNOW_CAPACITY%  %RAIN_ICEPT_PCT%  %SNOW_ICEPT_PCT%  %LAKE_PET_CORR%  %PET_CORRECTION%  n_multi       w_a0          w_n0          w_Cedar       w_Big_Trout   w_Grand       w_Lavieille   w_Misty       w_Animoosh    w_Traverse    w_Burntroot   w_La_Muir     w_Narrowbag   w_Little_Cauchon  w_Hogan       w_North_Depot  w_Radiant     w_Loontail    
67    -5.582211E-01  6.093747E-02  1.477010E+00  2.526392E+00  2.911365E+00  1.490150E-01  5.170929E+00  1.293922E+02  1.677582E-01  6.201827E-01  8.471080E-01  4.126944E+02  9.561992E+02  3.336752E+02  1.494646E+00  4.439524E-01  6.579762E+00  5.168407E-01  2.730186E+00  5.964205E+01  7.096809E+01  9.531488E+02  2.910904E+00  3.888987E+00  3.649271E-02  9.510819E-02  9.927157E-01  6.185980E-01  9.336724E+00  1.520676E-01  4.460590E-01  8.254225E+01  2.565000E+01  4.027366E+01  5.207465E+01  5.354513E+00  9.820404E+01  2.939107E+01  5.847836E+00  7.333154E-01  7.445183E+01  4.109272E+01  8.905994E+01  7.148524E+01  7.648299E+01  2.663627E+01  
68    -1.422223E+00  1.969040E-02  1.128557E+00  7.906164E-01  2.472791E+00  1.721446E-01  4.097805E+00  3.649223E+02  1.942691E-01  6.201827E-01  7.938981E-01  3.395783E+02  9.463375E+02  4.781456E+02  1.494646E+00  1.012158E+00  7.404623E+00  5.168407E-01  2.850602E+00  5.964205E+01  7.096809E+01  9.531488E+02  2.910904E+00  4.428379E+00  3.649271E-02  2.104148E-01  1.135590E+00  6.185980E-01  6.236941E+00  3.093069E-01  4.460590E-01  9.302131E+01  3.905673E+01  4.027366E+01  5.207465E+01  5.354513E+00  9.820404E+01  5.089026E+01  1.246502E+01  6.934176E+01  9.088482E+01  3.450604E+01  7.903857E+01  9.351797E+01  7.648299E+01  4.164302E+00  
69    -2.683445E-01  6.949414E-02  1.919686E+00  1.053639E+00  2.472791E+00  2.794303E-01  4.097805E+00  1.293922E+02  1.196318E-01  6.201827E-01  7.699180E-01  3.395783E+02  9.463375E+02  4.781456E+02  1.494646E+00  1.659394E-01  6.579762E+00  1.901403E+00  1.080332E+00  5.964205E+01  4.713408E+01  7.691508E+02  2.910904E+00  3.888987E+00  1.271237E-02  1.535955E-01  9.394991E-01  6.185980E-01  8.120103E+00  3.093069E-01  4.460590E-01  7.294758E+01  2.734191E+01  5.535509E+01  5.207465E+01  2.451232E+01  9.820404E+01  5.089026E+01  2.224154E+01  3.931441E+01  8.464892E+01  3.450604E+01  7.563128E+01  7.148524E+01  7.648299E+01  4.164302E+00  
70    -1.410508E+00  1.969040E-02  1.253732E+00  1.365179E+00  2.208475E+00  2.528909E-01  4.097805E+00  5.031173E+02  1.942691E-01  6.201827E-01  7.699180E-01  3.395783E+02  9.734348E+02  4.781456E+02  1.494646E+00  5.642265E-01  6.579762E+00  5.168407E-01  2.455733E+00  5.964205E+01  7.096809E+01  8.650812E+02  3.276912E+00  3.888987E+00  4.639739E-02  1.535955E-01  1.135590E+00  6.185980E-01  8.120103E+00  3.093069E-01  4.460590E-01  9.302131E+01  2.734191E+01  4.027366E+01  1.825343E+01  5.354513E+00  9.820404E+01  5.089026E+01  1.246502E+01  3.931441E+01  9.088482E+01  3.477898E+01  6.578784E+01  4.253820E+01  7.648299E+01  5.726123E+00  
71    -1.272619E+00  1.969040E-02  9.202069E-01  1.053639E+00  2.556716E+00  1.190456E-02  2.707898E+00  3.021193E+02  1.942691E-01  5.771570E-01  8.231812E-01  4.978182E+01  9.463375E+02  4.781456E+02  2.031273E+00  4.439524E-01  6.579762E+00  7.740767E-01  2.891843E+00  1.102485E+02  7.096809E+01  9.531488E+02  2.910904E+00  3.888987E+00  3.649271E-02  1.535955E-01  1.135590E+00  5.696136E-01  7.140611E+00  3.093069E-01  4.460590E-01  9.302131E+01  2.734191E+01  4.027366E+01  5.207465E+01  8.266943E-01  9.820404E+01  5.089026E+01  1.822023E+01  8.008397E+01  9.999196E+01  3.450604E+01  7.563128E+01  6.275176E+01  9.812162E+01  2.033452E+01  
72    -1.414584E+00  1.969040E-02  1.253732E+00  9.282099E-01  2.472791E+00  1.723611E+00  4.309111E+00  1.293922E+02  1.942691E-01  4.288798E-01  7.680776E-01  1.773196E+02  9.626639E+02  4.781456E+02  1.494646E+00  4.439524E-01  6.740204E+00  5.168407E-01  2.730186E+00  5.964205E+01  2.584193E+02  9.427512E+02  2.910904E+00  3.888987E+00  2.686072E-02  1.535955E-01  1.432831E+00  6.185980E-01  8.120103E+00  3.093069E-01  4.460590E-01  9.302131E+01  2.734191E+01  4.027366E+01  4.738493E+01  5.354513E+00  6.828257E+01  5.089026E+01  1.246502E+01  3.931441E+01  9.088482E+01  3.450604E+01  7.563128E+01  7.148524E+01  6.163748E+01  2.045845E+01  
73    -1.409573E+00  1.969040E-02  1.253732E+00  1.053639E+00  2.472791E+00  1.490150E-01  4.097805E+00  1.293922E+02  1.942691E-01  4.054739E-01  7.699180E-01  3.395783E+02  9.463375E+02  4.781456E+02  1.494646E+00  2.222072E-01  6.579762E+00  4.685130E-01  2.730186E+00  5.964205E+01  1.789847E+02  8.764461E+02  2.910904E+00  2.979794E+00  3.649271E-02  2.404104E-01  1.135590E+00  6.185980E-01  8.120103E+00  2.664008E-01  4.166345E-01  9.302131E+01  1.977710E+01  4.027366E+01  5.207465E+01  1.864062E+01  8.716738E+01  5.089026E+01  1.246502E+01  3.931441E+01  9.088482E+01  5.056359E+01  7.563128E+01  7.148524E+01  7.648299E+01  2.255688E+01  
74    -8.917314E-01  3.206111E-02  1.283283E+00  1.927048E-01  2.472791E+00  6.193966E-02  4.097805E+00  2.379120E+02  1.895207E-01  6.201827E-01  7.699180E-01  3.395783E+02  6.565888E+02  4.910451E+02  1.494646E+00  1.161054E+00  6.580475E+00  5.168407E-01  2.730186E+00  5.964205E+01  7.096809E+01  9.531488E+02  2.910904E+00  3.896305E+00  2.197045E-02  2.100997E-01  1.135590E+00  6.185980E-01  8.120103E+00  2.847288E-01  4.460590E-01  8.376453E+01  2.712780E+01  4.027366E+01  1.945117E+01  2.185842E+01  8.661127E+01  5.089026E+01  3.428517E+01  3.931441E+01  6.226262E+01  3.450604E+01  6.682916E+01  6.654768E+01  7.648299E+01  4.164302E+00  
75    -7.828474E-01  4.609274E-02  1.169887E+00  1.432518E-01  2.583399E+00  9.973789E-02  4.097805E+00  1.293922E+02  1.942691E-01  6.201827E-01  7.699180E-01  3.395783E+02  9.463375E+02  4.781456E+02  1.767754E+00  7.858990E-01  6.752704E+00  5.168407E-01  1.791499E+00  5.964205E+01  7.096809E+01  9.531488E+02  2.910904E+00  3.888987E+00  3.649271E-02  1.535955E-01  1.135590E+00  6.185980E-01  8.120103E+00  3.093069E-01  4.460590E-01  9.302131E+01  2.734191E+01  4.027366E+01  5.207465E+01  1.488278E+01  9.443169E+01  5.089026E+01  1.085736E+01  3.931441E+01  9.088482E+01  3.816371E+01  7.563128E+01  8.188939E+01  9.810428E+01  9.577793E+00  
76    -1.189278E+00  2.596588E-02  1.253732E+00  1.053639E+00  2.541294E+00  1.097581E-01  4.097805E+00  1.293922E+02  1.942691E-01  6.201827E-01  7.699180E-01  3.395783E+02  8.323188E+02  4.781456E+02  2.909544E+00  4.439524E-01  6.579762E+00  9.123017E-01  2.730186E+00  1.160896E+02  2.902867E+02  9.531488E+02  4.366054E+00  4.849316E+00  4.260536E-02  2.208648E-01  1.406702E+00  6.185980E-01  6.893928E+00  3.093069E-01  4.460590E-01  9.302131E+01  4.617079E+01  4.027366E+01  7.869569E+01  5.354513E+00  9.820404E+01  6.569942E+01  1.246502E+01  3.931441E+01  4.466544E+01  4.690894E+01  8.266319E+01  8.036631E+01  8.916945E+01  5.318701E+00  
77    -1.367744E+00  1.969040E-02  4.806449E-01  1.053639E+00  2.472791E+00  4.830061E-01  4.097805E+00  1.293922E+02  1.942691E-01  5.714088E-01  6.830413E-01  3.430815E+02  9.463375E+02  4.296623E+02  1.494646E+00  4.439524E-01  6.579762E+00  2.243255E-01  2.730186E+00  1.934418E+02  3.151432E+01  7.772456E+02  2.910904E+00  3.888987E+00  3.649271E-02  2.085342E-01  1.135590E+00  6.185980E-01  8.783250E+00  3.196840E-01  5.039552E-01  9.302131E+01  2.734191E+01  4.027366E+01  5.207465E+01  3.072190E+01  9.820404E+01  5.089026E+01  1.246502E+01  3.931441E+01  9.088482E+01  5.684166E+01  7.563128E+01  7.148524E+01  9.734192E+01  4.164302E+00  
78    -1.385148E+00  1.969040E-02  9.838967E-01  5.833177E-01  2.472791E+00  1.490150E-01  4.097805E+00  4.546493E+01  1.942691E-01  4.668278E-01  7.252015E-01  3.395783E+02  9.463375E+02  4.781456E+02  1.494646E+00  4.439524E-01  6.579762E+00  5.168407E-01  3.741767E+00  4.394464E+02  7.096809E+01  9.531488E+02  2.910904E+00  3.888987E+00  3.649271E-02  1.535955E-01  1.135590E+00  7.153976E-01  8.120103E+00  5.056138E-01  4.816386E-01  9.302131E+01  2.734191E+01  5.164442E+01  5.207465E+01  2.513058E+01  9.820404E+01  5.089026E+01  1.246502E+01  3.931441E+01  9.088482E+01  2.533790E+01  8.114904E+01  7.148524E+01  5.978951E+01  4.164302E+00  
79    -1.357087E+00  1.969040E-02  1.253732E+00  1.053639E+00  2.472791E+00  1.490150E-01  6.231136E+00  1.780014E+02  1.084054E-01  6.201827E-01  7.967736E-01  3.395783E+02  6.130818E+02  4.781456E+02  1.494646E+00  7.002058E-01  6.579762E+00  2.820186E-01  2.730186E+00  5.964205E+01  7.096809E+01  9.531488E+02  3.340292E+00  3.888987E+00  5.520687E-02  1.535955E-01  1.135590E+00  6.185980E-01  8.120103E+00  3.067311E-01  4.460590E-01  9.302131E+01  1.599083E+01  4.027366E+01  5.207465E+01  5.169125E+00  9.820404E+01  5.089026E+01  1.246502E+01  3.931441E+01  7.053927E+01  3.450604E+01  7.563128E+01  7.148524E+01  7.648299E+01  4.164302E+00  
80    -1.103772E+00  3.289311E-02  7.771501E-01  2.905330E-01  2.472791E+00  1.490150E-01  4.097805E+00  1.723112E+02  1.942691E-01  6.201827E-01  8.485640E-01  3.395783E+02  9.463375E+02  4.781456E+02  1.494646E+00  4.439524E-01  5.478146E+00  5.168407E-01  3.287898E+00  5.964205E+01  7.096809E+01  7.874485E+02  2.910904E+00  4.971234E+00  3.147224E-02  1.535955E-01  1.135590E+00  6.185980E-01  8.120103E+00  3.327625E-01  4.006461E-01  8.764603E+01  2.734191E+01  4.027366E+01  5.207465E+01  5.728743E+00  9.820404E+01  5.089026E+01  1.246502E+01  3.931441E+01  9.088482E+01  5.267519E+01  7.563128E+01  7.148524E+01  7.648299E+01  2.047105E+01  
81    -1.203027E+00  4.378258E-02  1.253732E+00  6.368026E-01  2.879034E+00  1.490150E-01  4.878325E+00  1.784776E+02  1.942691E-01  3.359361E-01  7.739606E-01  3.395783E+02  9.451398E+02  4.781456E+02  3.257129E+00  4.439524E-01  6.579762E+00  5.168407E-01  2.730186E+00  5.964205E+01  7.096809E+01  7.695645E+02  3.639566E+00  4.793940E+00  3.649271E-02  2.198412E-01  1.135590E+00  5.133700E-01  8.120103E+00  2.186676E-01  4.460590E-01  9.067912E+01  2.907510E+01  4.027366E+01  5.971734E+01  5.354513E+00  9.820404E+01  5.089026E+01  1.246502E+01  3.931441E+01  7.583779E+01  3.075441E+01  7.484445E+01  7.148524E+01  7.648299E+01  4.164302E+00  
82    -7.980823E-01  3.863213E-02  1.253732E+00  1.053639E+00  2.472791E+00  8.679558E-01  4.097805E+00  7.837903E+01  1.433268E-01  6.201827E-01  7.699180E-01  3.395783E+02  9.463375E+02  4.687655E+02  1.494646E+00  4.439524E-01  6.579762E+00  5.168407E-01  2.220208E+00  5.964205E+01  8.713395E+01  8.401452E+02  2.910904E+00  3.888987E+00  3.649271E-02  1.566867E-01  1.427072E+00  7.633968E-01  8.120103E+00  3.093069E-01  7.543267E-01  7.399297E+01  2.734191E+01  4.027366E+01  6.328014E+01  1.450048E+01  7.833637E+01  5.089026E+01  1.246502E+01  3.931441E+01  9.088482E+01  2.905496E+01  7.563128E+01  7.148524E+01  7.648299E+01  5.327109E+00  
83    -8.500305E-01  3.703313E-02  1.124001E+00  1.053639E+00  1.868771E+00  1.490150E-01  4.097805E+00  1.310890E+02  1.942691E-01  6.201827E-01  7.699180E-01  3.514872E+02  8.745572E+02  3.910181E+02  1.973197E+00  1.284058E+00  6.579762E+00  5.168407E-01  2.730186E+00  1.439220E+02  7.096809E+01  9.562405E+02  2.910904E+00  3.888987E+00  3.649271E-02  1.842194E-01  1.135590E+00  6.557440E-01  8.120103E+00  3.093069E-01  4.460590E-01  9.302131E+01  4.706667E+01  2.431266E+01  7.037894E+01  5.354513E+00  8.242155E+01  5.089026E+01  1.246502E+01  3.931441E+01  8.261966E+01  3.450604E+01  7.563128E+01  5.943379E+01  7.841447E+01  5.309244E+00  
84    -1.485868E+00  1.969040E-02  1.161171E+00  2.658418E+00  2.472791E+00  1.490150E-01  9.297372E+00  1.293922E+02  1.942691E-01  6.201827E-01  7.536233E-01  3.395783E+02  9.463375E+02  4.781456E+02  1.494646E+00  4.439524E-01  6.579762E+00  1.207824E+00  2.730186E+00  5.964205E+01  7.096809E+01  9.531488E+02  3.933190E+00  3.888987E+00  4.320630E-02  1.535955E-01  1.135590E+00  6.185980E-01  8.120103E+00  3.093069E-01  4.460590E-01  9.302131E+01  4.486468E+01  4.027366E+01  5.207465E+01  5.354513E+00  9.820404E+01  5.089026E+01  3.385948E+01  4.065507E+01  9.088482E+01  3.450604E+01  9.524176E+01  7.148524E+01  7.648299E+01  4.164302E+00  
85    -1.460211E+00  1.969040E-02  1.161171E+00  2.658418E+00  2.297403E+00  1.490150E-01  1.526486E+01  1.940936E+01  1.841019E-01  6.709615E-01  8.247045E-01  3.233036E+02  9.463375E+02  5.054988E+02  5.561231E-01  4.439524E-01  5.761842E+00  1.586761E+00  2.730186E+00  2.071572E+02  7.096809E+01  9.531488E+02  4.013658E+00  4.928898E+00  9.505640E-02  1.535955E-01  1.135590E+00  5.664727E-01  8.120103E+00  3.093069E-01  4.460590E-01  9.302131E+01  4.486468E+01  4.027366E+01  5.207465E+01  8.038248E+00  9.820404E+01  5.089026E+01  3.385948E+01  4.065507E+01  9.088482E+01  1.494964E+01  9.524176E+01  7.148524E+01  7.648299E+01  4.164302E+00  
86    -1.439521E+00  1.969040E-02  4.908485E-01  2.658418E+00  2.472791E+00  3.450530E-01  9.297372E+00  1.293922E+02  1.942691E-01  6.391540E-01  7.536233E-01  2.694619E+02  9.463375E+02  4.781456E+02  1.673041E+00  4.439524E-01  6.579762E+00  1.732342E+00  4.599516E+00  5.964205E+01  3.078485E+02  9.531488E+02  3.933190E+00  2.688806E+00  4.320630E-02  1.535955E-01  1.135590E+00  6.185980E-01  8.120103E+00  3.093069E-01  4.460590E-01  7.293687E+01  4.486468E+01  4.027366E+01  5.207465E+01  2.904636E+01  9.890888E+01  5.089026E+01  3.385948E+01  5.586105E+01  9.088482E+01  2.576965E+01  9.524176E+01  7.148524E+01  7.648299E+01  1.157964E+01  
87    -3.450119E-01  6.806667E-02  1.161171E+00  2.658418E+00  2.472791E+00  8.087392E-01  9.297372E+00  1.293922E+02  1.942691E-01  6.201827E-01  8.423258E-01  3.395783E+02  7.581660E+02  7.134567E+02  1.494646E+00  4.439524E-01  6.579762E+00  7.223730E-01  2.730186E+00  3.693522E+02  2.466531E+02  7.905192E+02  3.933190E+00  3.888987E+00  4.320630E-02  1.535955E-01  1.135590E+00  7.945805E-01  6.802499E+00  2.348779E-01  4.460590E-01  9.871622E+01  2.562706E+01  4.027366E+01  2.972752E+00  1.694955E+01  9.820404E+01  5.089026E+01  3.385948E+01  4.065507E+01  7.962215E+01  3.450604E+01  8.618707E+01  7.148524E+01  7.648299E+01  4.164302E+00  
88    -8.248220E-01  6.231133E-02  1.161171E+00  2.410904E+00  2.472791E+00  8.118286E-01  9.297372E+00  1.293922E+02  2.009764E-01  6.201827E-01  7.536233E-01  3.395783E+02  8.279284E+02  4.781456E+02  1.494646E+00  4.439524E-01  6.579762E+00  1.207824E+00  3.764607E+00  5.964205E+01  2.621040E+02  9.531488E+02  3.933190E+00  3.292435E+00  4.320630E-02  1.535955E-01  1.135590E+00  6.185980E-01  6.473302E+00  2.827472E-01  4.460590E-01  8.612109E+01  4.486468E+01  4.027366E+01  5.207465E+01  5.354513E+00  9.820404E+01  5.089026E+01  3.385948E+01  4.065507E+01  9.088482E+01  3.450604E+01  9.524176E+01  7.148524E+01  7.648299E+01  2.851595E+01  
89    -1.325762E+00  1.969040E-02  1.161171E+00  2.658418E+00  2.472791E+00  2.068971E+00  9.297372E+00  1.293922E+02  4.011439E-01  6.174043E-01  7.536233E-01  3.395783E+02  6.405502E+02  4.781456E+02  1.494646E+00  4.439524E-01  7.948857E+00  1.207824E+00  2.371262E+00  5.964205E+01  1.219988E+02  9.531488E+02  3.933190E+00  3.155958E+00  4.320630E-02  1.535955E-01  1.135590E+00  6.185980E-01  4.350361E+00  1.993045E-01  4.460590E-01  7.951334E+01  4.486468E+01  4.027366E+01  3.755679E+01  5.354513E+00  9.820404E+01  6.599761E+01  3.855984E+01  4.065507E+01  9.088482E+01  3.630898E+01  9.524176E+01  7.148524E+01  7.648299E+01  4.164302E+00  
90    -1.428951E+00  1.969040E-02  1.180972E+00  2.658418E+00  2.179119E+00  1.490150E-01  9.297372E+00  2.093764E+01  1.942691E-01  6.803615E-01  7.536233E-01  3.395783E+02  9.463375E+02  4.781456E+02  1.494646E+00  4.439524E-01  6.579762E+00  1.207824E+00  2.716373E+00  5.964205E+01  7.096809E+01  9.531488E+02  3.045224E+00  3.364461E+00  3.120919E-02  1.535955E-01  1.135590E+00  6.185980E-01  8.120103E+00  3.093069E-01  4.460590E-01  9.302131E+01  7.098025E+01  2.250737E+01  5.207465E+01  5.354513E+00  8.332309E+01  4.290844E+01  3.385948E+01  8.100947E+00  9.088482E+01  6.296514E+00  8.391722E+01  7.148524E+01  7.648299E+01  2.427034E+01  
91    -9.911829E-01  4.751306E-02  8.539496E-01  2.997420E+00  2.472791E+00  1.268183E-01  9.297372E+00  1.293922E+02  1.942691E-01  6.201827E-01  7.536233E-01  3.395783E+02  7.586252E+02  4.781456E+02  1.494646E+00  1.519188E+00  6.579762E+00  1.400313E+00  2.730186E+00  1.746423E+02  4.258271E+02  9.531488E+02  4.954781E+00  3.888987E+00  4.320630E-02  1.535955E-01  1.070372E+00  6.185980E-01  8.120103E+00  3.093069E-01  4.460590E-01  7.751299E+01  4.486468E+01  2.381680E+01  5.207465E+01  5.354513E+00  9.820404E+01  2.257234E+01  5.985389E+01  4.065507E+01  8.526903E+01  3.450604E+01  9.524176E+01  7.148524E+01  7.648299E+01  4.164302E+00  
92    -1.318977E+00  1.969040E-02  1.333594E+00  3.836113E+00  2.472791E+00  1.490150E-01  9.297372E+00  2.205360E+02  1.942691E-01  6.201827E-01  7.722509E-01  4.536310E+02  9.463375E+02  4.333073E+02  1.494646E+00  4.439524E-01  4.717759E+00  1.207824E+00  2.730186E+00  7.271894E+01  7.096809E+01  9.531488E+02  3.740287E+00  3.888987E+00  4.320630E-02  1.535955E-01  1.135590E+00  6.185980E-01  8.120103E+00  3.093069E-01  4.460590E-01  9.082726E+01  4.486468E+01  4.027366E+01  7.639585E+01  5.354513E+00  9.820404E+01  8.444067E+00  3.385948E+01  4.065507E+01  9.088482E+01  3.450604E+01  9.524176E+01  7.148524E+01  7.648299E+01  4.164302E+00  
93    -1.472016E+00  1.969040E-02  1.161171E+00  2.658418E+00  2.464068E+00  1.246969E+00  1.441888E+01  1.047732E+02  1.942691E-01  6.201827E-01  7.536233E-01  2.869463E+02  9.860021E+02  4.781456E+02  1.494646E+00  8.532058E-01  6.289731E+00  1.207824E+00  2.730186E+00  5.964205E+01  7.096809E+01  9.531488E+02  3.933190E+00  3.888987E+00  8.166131E-02  1.535955E-01  1.135590E+00  6.185980E-01  8.120103E+00  1.729767E-01  4.460590E-01  9.302131E+01  4.486468E+01  4.027366E+01  5.207465E+01  5.354513E+00  9.820404E+01  4.185538E+01  3.385948E+01  4.465000E+01  9.088482E+01  3.953561E+01  9.524176E+01  7.148524E+01  7.648299E+01  4.164302E+00  
94    -1.394868E+00  1.969040E-02  1.161171E+00  2.658418E+00  2.206101E+00  6.577619E-01  9.297372E+00  1.293922E+02  1.942691E-01  6.201827E-01  7.536233E-01  3.395783E+02  9.463375E+02  4.781456E+02  1.494646E+00  4.439524E-01  6.579762E+00  8.489214E-01  1.152832E+00  3.427006E+02  7.096809E+01  9.531488E+02  3.933190E+00  2.970362E+00  4.320630E-02  6.185785E-02  1.273474E+00  6.185980E-01  9.293887E+00  2.764925E-01  5.214989E-01  9.302131E+01  4.486468E+01  4.027366E+01  3.973180E+01  5.354513E+00  8.957018E+01  5.089026E+01  3.187713E+01  4.065507E+01  9.088482E+01  3.450604E+01  9.313245E+01  7.148524E+01  7.648299E+01  4.164302E+00  
95    -1.458588E+00  1.969040E-02  1.161171E+00  2.658418E+00  2.472791E+00  1.490150E-01  1.325495E+01  5.043014E+01  1.694344E-01  6.201827E-01  8.094361E-01  3.395783E+02  9.463375E+02  4.781456E+02  1.494646E+00  4.439524E-01  6.579762E+00  1.207824E+00  2.730186E+00  8.999182E+01  1.139491E+02  9.531488E+02  3.933190E+00  3.888987E+00  4.320630E-02  1.535955E-01  1.135590E+00  7.934346E-01  6.808634E+00  1.767819E-01  4.460590E-01  9.302131E+01  4.486468E+01  4.027366E+01  5.207465E+01  5.354513E+00  9.820404E+01  5.175848E+01  3.385948E+01  4.065507E+01  7.709256E+01  3.450604E+01  6.962476E+01  7.148524E+01  7.648299E+01  4.164302E+00  
96    -1.445718E+00  1.969040E-02  1.161171E+00  2.658418E+00  2.472791E+00  1.490150E-01  9.297372E+00  1.293922E+02  4.026188E-01  6.201827E-01  7.536233E-01  3.395783E+02  9.463375E+02  4.781456E+02  1.494646E+00  4.789473E-01  5.500404E+00  1.207824E+00  2.730186E+00  5.964205E+01  7.096809E+01  9.531488E+02  4.956248E+00  3.888987E+00  9.840537E-02  1.535955E-01  1.236495E+00  5.490981E-01  8.120103E+00  3.093069E-01  4.460590E-01  9.302131E+01  4.486468E+01  4.027366E+01  5.207465E+01  3.554793E+01  8.842074E+01  6.707014E+01  3.385948E+01  3.945833E+01  9.088482E+01  3.450604E+01  8.203939E+01  7.148524E+01  7.648299E+01  4.164302E+00  
97    -1.370910E+00  1.969040E-02  1.498644E+00  2.658418E+00  2.472791E+00  1.009601E+00  7.039404E+00  4.173998E+01  1.771848E-01  6.392617E-01  7.536233E-01  3.395783E+02  9.463375E+02  5.855706E+02  1.494646E+00  8.670981E-01  6.579762E+00  1.207824E+00  1.977945E+00  3.999130E+02  1.230468E+02  6.771253E+02  3.933190E+00  3.888987E+00  1.008005E-01  2.028969E-01  1.135590E+00  6.185980E-01  8.120103E+00  3.093069E-01  4.460590E-01  9.090708E+01  4.486468E+01  4.027366E+01  5.207465E+01  3.646407E+00  9.820404E+01  4.856353E+01  3.385948E+01  2.504555E+01  9.088482E+01  7.654708E+00  9.450362E+01  7.148524E+01  7.648299E+01  4.164302E+00  
98    -8.861061E-01  5.163657E-02  1.143342E+00  2.658418E+00  2.094712E+00  4.121688E-01  9.297372E+00  1.293922E+02  1.942691E-01  6.201827E-01  8.562250E-01  3.395783E+02  9.463375E+02  5.498986E+02  1.494646E+00  4.439524E-01  6.579762E+00  1.207824E+00  4.038384E+00  7.894757E+01  7.096809E+01  9.040794E+02  3.933190E+00  3.888987E+00  4.320630E-02  1.130355E-01  1.135590E+00  6.185980E-01  8.120103E+00  4.444196E-01  4.460590E-01  8.470412E+01  4.486468E+01  4.027366E+01  5.207465E+01  5.354513E+00  9.820404E+01  2.791016E+01  3.385948E+01  4.065507E+01  8.099799E+01  4.248473E+01  7.577882E+01  7.148524E+01  7.648299E+01  4.164302E+00  
99    -1.062141E+00  1.969040E-02  1.682034E+00  2.658418E+00  2.472791E+00  1.490150E-01  9.297372E+00  1.293922E+02  1.942691E-01  6.201827E-01  7.536233E-01  2.443881E+02  9.463375E+02  6.222632E+02  1.494646E+00  2.480460E+00  6.579762E+00  1.207824E+00  4.845774E+00  2.279990E+02  3.013051E+02  8.870061E+02  3.933190E+00  4.999405E+00  4.320630E-02  1.031916E-01  1.135590E+00  7.395459E-01  6.178119E+00  4.696289E-01  4.460590E-01  9.302131E+01  4.486468E+01  4.027366E+01  5.207465E+01  5.354513E+00  9.820404E+01  3.386013E+00  3.385948E+01  4.065507E+01  9.088482E+01  3.450604E+01  9.184475E+01  7.148524E+01  7.648299E+01  4.164302E+00  
100   -1.450786E+00  1.969040E-02  7.772682E-01  2.658418E+00  2.472791E+00  1.490150E-01  9.297372E+00  1.308920E+02  1.828999E-01  4.523053E-01  7.536233E-01  1.162209E+02  7.256654E+02  4.781456E+02  1.494646E+00  4.439524E-01  6.579762E+00  1.207824E+00  5.503622E-01  1.177280E+01  7.096809E+01  9.540821E+02  3.933190E+00  3.888987E+00  4.320630E-02  1.535955E-01  6.670708E-01  6.185980E-01  8.120103E+00  3.093069E-01  4.932063E-01  6.577605E+01  4.258304E+01  4.027366E+01  5.207465E+01  9.784527E+00  9.820404E+01  5.089026E+01  4.919777E+01  4.065507E+01  9.088482E+01  6.546469E+01  9.524176E+01  5.470997E+01  7.648299E+01  4.164302E+00  
101   -9.263960E-01  4.296686E-02  1.161171E+00  2.953449E+00  2.472791E+00  1.490150E-01  9.297372E+00  1.293922E+02  1.942691E-01  6.201827E-01  7.536233E-01  3.395783E+02  9.463375E+02  4.781456E+02  1.494646E+00  4.439524E-01  6.579762E+00  1.207824E+00  2.730186E+00  1.103124E+02  7.096809E+01  9.531488E+02  2.193935E+00  3.888987E+00  6.606761E-02  1.297482E-01  1.135590E+00  6.185980E-01  9.933891E+00  3.093069E-01  3.662094E-01  9.302131E+01  3.937585E+01  4.027366E+01  5.259034E+01  1.699539E+01  9.812640E+01  5.089026E+01  3.385948E+01  4.065507E+01  9.088482E+01  5.474995E+01  9.524176E+01  7.018149E+01  9.393140E+01  4.164302E+00  
102   -1.458449E+00  1.969040E-02  1.161171E+00  2.658418E+00  2.472791E+00  1.490150E-01  9.297372E+00  1.293922E+02  1.942691E-01  5.630086E-01  7.536233E-01  3.395783E+02  9.463375E+02  4.781456E+02  1.144261E+00  3.571891E-01  6.579762E+00  1.207824E+00  2.730186E+00  5.964205E+01  7.096809E+01  9.531488E+02  3.933190E+00  3.888987E+00  9.592356E-02  1.535955E-01  1.125902E+00  6.140609E-01  8.120103E+00  3.093069E-01  4.460590E-01  9.302131E+01  4.486468E+01  7.734023E+01  5.207465E+01  1.142083E+01  6.633191E+01  4.022470E+01  3.993630E+01  4.065507E+01  9.549278E+01  6.093302E+01  9.524176E+01  7.148524E+01  7.648299E+01  4.164302E+00  
