Run   obj.function   %D_FF%        %D_AT%        %MLT_F_Add%   %MIN_MLT_F%   %Rfrez_F%     %WFPS%        %HydCond_FF%  %FC_FF%       %FC_AT%       %FC_BT%       %MAX_BASEFLOW_RATE_FF%  %MAX_BASEFLOW_RATE_AT%  %MAX_BASEFLOW_RATE_BT%  %BASEFLOW_N_FF%  %BASEFLOW_N_AT%  %BASEFLOW_N_BT%  %Rain_Snow_T%  %Rain_Snow_Delta%  %MAX_PERC_RATE_FF%  %MAX_PERC_RATE_AT%  %MAX_CAP_RISE_RATE%  %MAX_CAPACITY%  %MAX_SNOW_CAPACITY%  %RAIN_ICEPT_PCT%  %SNOW_ICEPT_PCT%  %LAKE_PET_CORR%  %PET_CORRECTION%  n_multi       w_a0          w_n0          w_Cedar       w_Big_Trout   w_Grand       w_Lavieille   w_Misty       w_Animoosh    w_Traverse    w_Burntroot   w_La_Muir     w_Narrowbag   w_Little_Cauchon  w_Hogan       w_North_Depot  w_Radiant     w_Loontail    
139   -1.471731E+00  1.807713E-02  8.941445E-01  3.237976E+00  2.472791E+00  2.167442E-01  9.297372E+00  1.293922E+02  1.899054E-01  5.702685E-01  7.536233E-01  3.672483E+01  9.463375E+02  4.107948E+02  1.494646E+00  6.257703E-01  6.985979E+00  1.130206E+00  2.730186E+00  1.284010E+01  4.660257E+02  9.531488E+02  4.243488E+00  4.840893E+00  2.524969E-02  1.535955E-01  1.136082E+00  1.255687E+00  9.500379E+00  1.901272E-01  3.741570E-01  7.105578E+01  4.486468E+01  5.238922E+01  3.821814E+01  2.121913E+01  8.468436E+01  4.604673E+01  5.954625E+01  5.277408E+01  5.971966E+01  2.413095E+01  6.533858E+01  9.188482E+01  6.469894E+01  1.079210E+01  
140   -1.513797E+00  1.807713E-02  8.235420E-01  3.237976E+00  2.472791E+00  7.962790E-01  9.297372E+00  1.293922E+02  1.899054E-01  5.702685E-01  7.536233E-01  1.858507E+02  9.002904E+02  4.781456E+02  1.494646E+00  6.257703E-01  6.985979E+00  1.207824E+00  2.730186E+00  2.457642E+02  4.663257E+02  9.531488E+02  3.933190E+00  3.888987E+00  7.395659E-02  1.663272E-01  1.136082E+00  8.833439E-01  9.500379E+00  1.594850E-01  4.754851E-01  7.105578E+01  4.486468E+01  5.238922E+01  3.821814E+01  5.354513E+00  9.977352E+01  4.604673E+01  3.385948E+01  7.008711E+01  8.964102E+01  2.413095E+01  6.533858E+01  9.188482E+01  6.469894E+01  9.679695E+00  
141   -1.386763E+00  1.807713E-02  8.235420E-01  3.237976E+00  2.824025E+00  7.962790E-01  9.297372E+00  1.293922E+02  2.735132E-01  5.702685E-01  7.536233E-01  1.858507E+02  8.162086E+02  4.781456E+02  1.494646E+00  7.176717E-01  7.890054E+00  1.207824E+00  2.730186E+00  2.457642E+02  4.663257E+02  9.531488E+02  3.933190E+00  2.538342E+00  8.172463E-02  1.663272E-01  1.136082E+00  8.833439E-01  7.469181E+00  2.504755E-01  4.754851E-01  7.105578E+01  4.486468E+01  5.267111E+01  3.821814E+01  5.354513E+00  9.977352E+01  4.604673E+01  2.350541E+01  5.487216E+01  8.964102E+01  2.413095E+01  6.533858E+01  9.188482E+01  5.395074E+01  3.519568E+01  
142   -1.422600E+00  1.807713E-02  8.235420E-01  9.163956E-01  2.472791E+00  7.962790E-01  8.537157E+00  1.293922E+02  1.234267E-01  5.702685E-01  7.536233E-01  3.277425E+02  7.153292E+02  4.781456E+02  1.240257E+00  4.102939E-01  6.985979E+00  1.207824E+00  2.730186E+00  2.457642E+02  3.688202E+02  9.531488E+02  3.933190E+00  3.888987E+00  7.395659E-02  1.663272E-01  1.136082E+00  8.833439E-01  8.353778E+00  1.594850E-01  5.282725E-01  7.105578E+01  4.486468E+01  5.238922E+01  3.821814E+01  5.354513E+00  9.942982E+01  4.604673E+01  3.385948E+01  8.401994E+01  8.964102E+01  2.413095E+01  6.533858E+01  8.348035E+01  6.469894E+01  1.194857E+01  
143   -1.511665E+00  1.807713E-02  9.796375E-01  3.237976E+00  2.472791E+00  7.962790E-01  9.297372E+00  7.403252E+01  1.915310E-01  5.702685E-01  7.536233E-01  1.858507E+02  9.002904E+02  4.781456E+02  1.494646E+00  3.046758E-01  6.985979E+00  1.207824E+00  2.730186E+00  2.457642E+02  4.663257E+02  9.531488E+02  3.933190E+00  1.882475E+00  7.395659E-02  1.792037E-01  1.136082E+00  8.833439E-01  9.500379E+00  1.314856E-01  4.177766E-01  7.105578E+01  4.486468E+01  5.238922E+01  3.821814E+01  5.354513E+00  9.977352E+01  7.359672E+01  3.385948E+01  7.008711E+01  8.964102E+01  2.413095E+01  6.533858E+01  9.188482E+01  6.469894E+01  9.679695E+00  
144   -1.354756E+00  1.807713E-02  9.266247E-01  3.237976E+00  2.472791E+00  7.962790E-01  5.500929E+00  1.293922E+02  1.837036E-01  5.702685E-01  7.536233E-01  1.858507E+02  4.357787E+02  4.781456E+02  1.494646E+00  6.257703E-01  6.985979E+00  1.207824E+00  2.730186E+00  2.457642E+02  5.085880E+02  9.531488E+02  3.933190E+00  4.391123E+00  7.395659E-02  1.663272E-01  1.136082E+00  5.881962E-01  9.500379E+00  1.594850E-01  2.937245E-01  7.105578E+01  4.486468E+01  5.238922E+01  4.852470E+01  5.354513E+00  9.977352E+01  3.757735E+01  2.012917E+01  3.306518E+01  8.964102E+01  2.413095E+01  8.876297E+01  9.188482E+01  6.469894E+01  9.679695E+00  
145   -1.506841E+00  1.807713E-02  1.390358E-01  3.754048E+00  2.472791E+00  7.962790E-01  9.297372E+00  1.293922E+02  1.899054E-01  5.702685E-01  7.536233E-01  1.026862E+02  9.002904E+02  6.267847E+02  1.494646E+00  1.369058E-01  6.985979E+00  1.207824E+00  2.730186E+00  2.457642E+02  4.663257E+02  9.531488E+02  3.933190E+00  3.262968E+00  1.527289E-01  1.663272E-01  1.136082E+00  9.024855E-01  9.480647E+00  1.165124E-01  4.714011E-01  9.947554E+01  4.486468E+01  5.238922E+01  6.173761E+01  5.354513E+00  7.037967E+01  4.604673E+01  3.385948E+01  7.008711E+01  7.752980E+01  3.333855E+01  6.533858E+01  9.188482E+01  6.469894E+01  1.421549E+01  
146   -1.432182E+00  1.807713E-02  8.235420E-01  1.632032E+00  2.472791E+00  7.962790E-01  9.297372E+00  6.491530E+01  1.899054E-01  6.935967E-01  7.536233E-01  1.858507E+02  9.002904E+02  4.781456E+02  1.494646E+00  9.931816E-01  4.873873E+00  1.207824E+00  2.730186E+00  2.457642E+02  8.669268E+02  9.531488E+02  3.887370E+00  3.888987E+00  9.542864E-02  1.663272E-01  1.470919E+00  8.833439E-01  9.500379E+00  1.012325E-01  4.754851E-01  7.105578E+01  4.486468E+01  5.238922E+01  3.015488E+01  5.354513E+00  9.977352E+01  4.665296E+01  3.385948E+01  7.008711E+01  8.964102E+01  2.413095E+01  6.533858E+01  9.799129E+01  6.469894E+01  1.270814E+01  
147   -1.278503E+00  1.807713E-02  8.235420E-01  3.237976E+00  2.472791E+00  7.962790E-01  4.703457E+00  1.293922E+02  1.899054E-01  5.702685E-01  8.538509E-01  1.858507E+02  9.002904E+02  7.698752E+02  1.038832E+00  6.257703E-01  6.985979E+00  1.136099E+00  3.722703E+00  1.302559E+02  5.573163E+02  9.112632E+02  3.933190E+00  2.295592E+00  7.395659E-02  1.663272E-01  1.136082E+00  8.833439E-01  9.500379E+00  1.594850E-01  4.754851E-01  7.105578E+01  4.486468E+01  5.238922E+01  3.821814E+01  4.519709E-01  9.977352E+01  4.604673E+01  3.385948E+01  7.008711E+01  8.964102E+01  2.413095E+01  6.533858E+01  9.744008E+01  5.751715E+01  9.679695E+00  
148   -1.486808E+00  1.807713E-02  8.235420E-01  3.237976E+00  2.472791E+00  1.024494E+00  3.597070E+00  3.919265E+02  1.475544E-01  5.702685E-01  5.213218E-01  2.996903E+02  9.002904E+02  4.781456E+02  1.494646E+00  6.257703E-01  6.985979E+00  1.207824E+00  2.730186E+00  4.056506E+02  3.928146E+02  9.531488E+02  4.028240E+00  3.888987E+00  7.395659E-02  1.347125E-01  1.043977E+00  9.005632E-01  9.500379E+00  1.594850E-01  4.754851E-01  5.045888E+01  4.486468E+01  5.238922E+01  3.821814E+01  5.354513E+00  9.977352E+01  4.604673E+01  3.385948E+01  7.008711E+01  9.079522E+01  2.413095E+01  6.533858E+01  9.188482E+01  6.469894E+01  4.986838E+01  
149   -1.038717E+00  3.663941E-02  8.527092E-01  3.237976E+00  2.472791E+00  7.962790E-01  9.297372E+00  1.293922E+02  2.676695E-01  5.702685E-01  7.536233E-01  2.705304E+02  8.410894E+02  4.781456E+02  1.494646E+00  4.145647E-01  7.533131E+00  1.207824E+00  2.730186E+00  2.457642E+02  4.663257E+02  9.531488E+02  3.933190E+00  2.966960E+00  7.395659E-02  1.663272E-01  1.136082E+00  8.833439E-01  9.943131E+00  1.594850E-01  4.754851E-01  7.105578E+01  4.486468E+01  5.238922E+01  3.821814E+01  5.354513E+00  9.977352E+01  4.604673E+01  3.385948E+01  8.133882E+01  7.849067E+01  2.100961E+01  6.533858E+01  9.188482E+01  8.117369E+01  9.679695E+00  
150   -4.441731E-01  7.657828E-02  8.235420E-01  4.276041E+00  2.472791E+00  5.250597E-01  9.297372E+00  1.293922E+02  1.745480E-01  6.896981E-01  7.536233E-01  1.858507E+02  9.495078E+02  4.781456E+02  2.361504E+00  1.136366E-01  7.482346E+00  1.207824E+00  3.786763E+00  2.457642E+02  4.663257E+02  9.531488E+02  3.933190E+00  3.384225E+00  2.010316E-02  1.663272E-01  1.136082E+00  8.833439E-01  9.500379E+00  1.594850E-01  4.266307E-01  5.344630E+01  4.486468E+01  7.752796E+01  4.029184E+01  5.354513E+00  5.902335E+01  4.604673E+01  3.385948E+01  7.008711E+01  5.795288E+01  2.413095E+01  6.533858E+01  9.188482E+01  6.469894E+01  2.990964E+01  
151   -8.646247E-01  3.863109E-02  8.235420E-01  3.237976E+00  2.472791E+00  7.962790E-01  1.210437E+01  1.293922E+02  1.899054E-01  5.921348E-01  7.536233E-01  1.858507E+02  9.002904E+02  4.781456E+02  1.494646E+00  6.257703E-01  6.985979E+00  1.207824E+00  2.730186E+00  2.457642E+02  4.663257E+02  9.531488E+02  3.933190E+00  3.888987E+00  7.395659E-02  7.564790E-02  1.136082E+00  8.833439E-01  9.500379E+00  1.594850E-01  4.754851E-01  7.105578E+01  4.486468E+01  5.238922E+01  3.821814E+01  5.354513E+00  9.977352E+01  4.604673E+01  4.818649E+00  7.008711E+01  8.964102E+01  2.413095E+01  6.533858E+01  9.065714E+01  6.469894E+01  9.679695E+00  
152   -7.541495E-01  5.710688E-02  1.055830E+00  3.237976E+00  2.472791E+00  7.962790E-01  9.297372E+00  2.949673E+02  1.899054E-01  3.972650E-01  7.536233E-01  5.788145E+02  9.492953E+02  4.781456E+02  1.494646E+00  2.261474E-01  6.985979E+00  1.207824E+00  2.730186E+00  2.457642E+02  4.663257E+02  9.531488E+02  3.933190E+00  3.888987E+00  7.395659E-02  1.663272E-01  1.136082E+00  8.833439E-01  9.500379E+00  1.594850E-01  4.754851E-01  7.105578E+01  4.486468E+01  5.238922E+01  3.821814E+01  5.354513E+00  8.021629E+01  4.604673E+01  6.206286E+01  7.008711E+01  8.964102E+01  2.696419E+01  6.533858E+01  9.188482E+01  6.265896E+01  9.679695E+00  
153   -1.419137E+00  1.807713E-02  8.235420E-01  5.228971E+00  2.974716E+00  7.962790E-01  9.301183E+00  1.293922E+02  1.899054E-01  5.702685E-01  7.536233E-01  2.333715E+02  9.002904E+02  4.781456E+02  1.494646E+00  6.257703E-01  6.985979E+00  -1.164110E-01  2.730186E+00  2.457642E+02  4.663257E+02  9.531488E+02  3.933190E+00  3.888987E+00  9.159389E-02  1.663272E-01  1.136082E+00  8.833439E-01  8.170065E+00  1.594850E-01  4.754851E-01  5.528549E+01  4.486468E+01  5.238922E+01  3.821814E+01  4.528248E+00  9.977352E+01  3.823533E+01  3.385948E+01  7.008711E+01  9.952975E+01  2.413095E+01  6.533858E+01  9.188482E+01  6.469894E+01  9.679695E+00  
154   -1.019963E+00  4.131086E-02  5.801855E-01  3.237976E+00  2.710969E+00  7.962790E-01  9.297372E+00  1.293922E+02  1.899054E-01  4.909858E-01  7.930323E-01  1.718555E+02  7.244777E+02  4.781456E+02  2.453809E-01  6.257703E-01  6.985979E+00  7.453645E-01  2.730186E+00  2.457642E+02  4.663257E+02  9.531488E+02  3.933190E+00  3.888987E+00  7.395659E-02  1.663272E-01  1.136082E+00  9.041859E-01  9.500379E+00  1.633148E-01  4.754851E-01  7.105578E+01  4.486468E+01  5.238922E+01  3.821814E+01  5.354513E+00  9.977352E+01  4.604673E+01  3.385948E+01  7.008711E+01  8.964102E+01  2.413095E+01  6.533858E+01  9.188482E+01  9.415260E+00  9.679695E+00  
155   -1.468569E+00  1.807713E-02  8.235420E-01  3.237976E+00  2.472791E+00  7.962790E-01  9.297372E+00  1.293922E+02  1.899054E-01  5.702685E-01  8.888426E-01  1.858507E+02  9.002904E+02  4.781456E+02  1.494646E+00  2.432092E-01  6.985979E+00  1.207824E+00  2.730186E+00  2.457642E+02  4.723387E+02  9.531488E+02  3.933190E+00  3.888987E+00  7.395659E-02  1.498445E-01  1.136082E+00  6.003430E-01  9.500379E+00  1.594850E-01  4.754851E-01  7.105578E+01  7.971319E+01  5.238922E+01  3.821814E+01  5.354513E+00  9.977352E+01  1.957775E+01  3.385948E+01  9.966043E+01  8.624599E+01  2.413095E+01  6.533858E+01  9.188482E+01  6.469894E+01  9.679695E+00  
